module	trait	nObs	bicor	Z	t	p
yellowgreen	infant_apgar1_bbmr	28	0.0913500017685689	0.467097627881633	0.467751180569651	0.64385961700915
yellowgreen	infant_apgar5_bbmr	28	-0.272169274681564	-1.42367253780451	1.44224195826945	0.161172963111824
yellowgreen	infant_weight_bbmr	23	-0.291714408109142	-1.37678496975609	1.39759092418274	0.17682713633385
yellowgreen	breastfeeding	42	-0.0751489503057714	-0.476181437498595	0.476631454827263	0.636218140525303
yellowgreen	feeding_mth6	42	-0.106680213105018	-0.677282061042537	0.678577289842764	0.501313052137462
yellowgreen	ex_feeding_mth6	42	0.106680213105018	0.677282061042537	0.678577289842764	0.501313052137462
lightcyan	MEmidnightblue	43	-0.0399832863363081	-0.256154509667898	0.256222838761985	0.799060048255805
lightcyan	MEblack	43	-0.0184088879373619	-0.117887714616974	0.117894374673251	0.90672703869471
lightcyan	MEmagenta	43	-0.0488935553783896	-0.31332134208024	0.313446392979975	0.755530664012475
lightcyan	MEpurple	43	-0.0418629229957645	-0.268210250047281	0.268288688515788	0.789822405070232
lightcyan	MEtan	43	0.0274775351745134	0.175986371161534	0.176008528541475	0.861153721116381
lightcyan	MElightgreen	43	0.0179378261525283	0.114870450914893	0.114876612562532	0.909103684113596
lightcyan	MEturquoise	43	0.0237871660555048	0.152340916829785	0.15235528914982	0.879654013805146
lightcyan	MEpink	43	-0.112391904817077	-0.722712736948766	0.724248197441195	0.473026109087152
lightcyan	MEsalmon	43	0.00995086689692239	0.0637187402046394	0.0637197918482449	0.949503000698665
lightcyan	MEbrown	43	0.0323252218977566	0.207054550398652	0.207090636663888	0.836964193565941
lightcyan	MEyellow	43	0.0779793957921154	0.500327537183904	0.500836821956856	0.619164207328104
lightcyan	MEroyalblue	43	-0.0627675744897061	-0.402437637634172	0.402702637980647	0.689259107003413
lightcyan	MEgrey60	43	0.0211878970004351	0.135689044079285	0.135699199758929	0.892723154602122
